"","date","opens","messages_received","messages_sent","likes","passes","matches"
"509",2016-10-30,0,1,0,0,0,0
"510",2016-10-31,1,1,0,0,0,2
"511",2016-11-01,15,5,12,23,31,0
"512",2016-11-02,18,3,3,15,47,5
"513",2016-11-03,0,5,0,3,7,2
"514",2016-11-04,22,6,19,322,782,22
"515",2016-11-05,91,63,74,85,207,10
"516",2016-11-06,39,41,60,47,103,11
"517",2016-11-07,30,32,37,6,4,2
"518",2016-11-08,17,20,19,6,16,2
"519",2016-11-09,13,1,6,21,92,1
"520",2016-11-10,4,1,1,0,0,2
"521",2016-11-11,28,17,24,37,119,4
"522",2016-11-12,3,3,1,6,12,1
"523",2016-11-13,2,2,0,3,6,4
"524",2016-11-14,7,3,4,57,140,6
"525",2016-11-15,11,2,0,0,0,1
"526",2016-11-16,14,4,9,27,99,4
"527",2016-11-17,38,48,48,12,62,2
"528",2016-11-18,0,0,0,0,0,1
"529",2016-11-19,137,55,87,182,454,26
"530",2016-11-20,29,25,29,46,82,6
"531",2016-11-21,0,2,0,0,0,1
"532",2016-11-22,32,27,29,56,97,6
"533",2016-11-23,4,2,0,10,22,2
"534",2016-11-24,35,22,33,99,193,7
"535",2016-11-25,0,2,0,0,0,2
"536",2016-11-26,6,0,2,73,187,4
"537",2016-11-27,17,8,6,63,148,4
"538",2016-11-28,0,0,0,0,0,1
"539",2016-11-29,7,1,0,5,4,0
"540",2016-11-30,23,19,23,22,94,4
"541",2016-12-01,2,1,0,5,7,1
"542",2016-12-02,8,6,8,25,61,2
"543",2016-12-03,79,101,123,202,581,18
"544",2016-12-04,5,6,0,0,0,16
"545",2016-12-05,2,1,0,0,1,2
"546",2016-12-06,0,0,0,0,0,3
"547",2016-12-07,0,0,0,0,0,2
"548",2016-12-08,24,23,32,36,117,2
"549",2016-12-09,2,1,0,3,3,5
"550",2016-12-10,0,1,0,0,0,2
"551",2016-12-11,0,0,0,3,1,1
"552",2016-12-12,0,1,0,0,0,2
"553",2016-12-13,4,1,2,3,9,0
"554",2016-12-14,4,3,5,26,66,4
"555",2016-12-15,7,0,1,12,44,2
"556",2016-12-16,9,3,4,30,95,0
"557",2016-12-17,28,17,13,321,736,39
"558",2016-12-18,41,49,57,227,592,39
"559",2016-12-19,7,14,5,2,5,3
"560",2016-12-20,10,11,7,10,12,2
"561",2016-12-21,34,19,23,55,146,1
"562",2016-12-22,4,2,0,8,11,3
"563",2016-12-23,19,0,4,62,102,8
"564",2016-12-24,12,3,1,30,40,1
"565",2016-12-25,4,2,4,27,31,3
"566",2016-12-26,7,1,5,36,53,5
"567",2016-12-27,17,2,6,61,120,7
"568",2016-12-28,0,2,0,1,3,4
"569",2016-12-29,10,4,6,30,52,5
"570",2016-12-30,4,2,2,3,3,3
"571",2016-12-31,15,3,2,19,58,6
"572",2017-01-01,15,4,6,14,18,2
"573",2017-01-02,33,12,12,20,55,8
"574",2017-01-03,3,0,0,23,43,4
"575",2017-01-04,9,17,14,6,12,3
"576",2017-01-05,9,2,5,45,116,2
"577",2017-01-06,4,0,3,0,0,1
"578",2017-01-07,9,2,3,27,77,4
"579",2017-01-08,18,0,4,32,58,4
"580",2017-01-09,4,3,2,20,48,2
"581",2017-01-10,18,10,14,9,14,4
"582",2017-01-11,14,9,11,21,26,0
"583",2017-01-13,0,0,0,0,0,1
"584",2017-01-15,0,0,0,0,0,1
"585",2017-01-17,3,2,3,61,157,5
"586",2017-01-18,27,35,36,10,20,3
"587",2017-01-19,17,6,11,22,54,4
"588",2017-01-20,4,3,2,9,21,4
"589",2017-01-21,0,2,0,0,0,3
"590",2017-01-22,18,20,23,79,243,15
"591",2017-01-23,23,21,26,9,27,10
"592",2017-01-24,11,5,12,18,43,3
"593",2017-01-25,5,1,1,7,52,4
"594",2017-01-26,9,0,0,8,23,0
"595",2017-01-27,1,1,0,6,19,1
"596",2017-01-28,5,0,0,3,9,2
"597",2017-01-29,30,11,14,48,116,6
"598",2017-01-30,0,0,0,0,0,1
"599",2017-01-31,0,0,0,0,0,1
"600",2017-02-01,16,4,10,46,74,6
"601",2017-02-02,33,7,2,603,1510,64
"602",2017-02-03,10,4,2,303,825,31
"603",2017-02-04,172,166,259,1357,3324,81
"604",2017-02-05,24,32,25,12,43,39
"605",2017-02-06,8,5,6,32,58,13
"606",2017-02-07,22,16,14,85,201,8
"607",2017-02-08,52,45,58,246,651,18
"608",2017-02-09,17,13,11,16,44,12
"609",2017-02-10,0,3,0,0,0,3
"610",2017-02-11,59,34,53,133,226,11
"611",2017-02-12,53,33,40,416,997,23
"612",2017-02-13,13,6,7,69,145,17
"613",2017-02-14,48,40,60,90,196,17
"614",2017-02-15,25,2,3,122,248,10
"615",2017-02-16,38,29,54,84,151,12
"616",2017-02-17,90,65,95,122,290,7
"617",2017-02-18,45,35,38,12,21,4
"618",2017-02-19,35,24,34,11,19,2
"619",2017-02-20,33,13,24,36,36,4
"620",2017-02-21,43,68,61,3,7,2
"621",2017-02-22,14,9,7,1,1,0
"622",2017-02-23,57,23,32,28,47,2
"623",2017-02-24,14,5,7,10,7,2
"624",2017-02-25,90,126,144,151,370,51
"625",2017-02-26,75,24,41,106,99,12
"626",2017-02-27,63,12,9,206,284,27
"627",2017-02-28,14,31,42,35,41,12
"628",2017-03-01,5,5,6,11,8,2
"629",2017-03-02,17,16,22,27,49,5
"630",2017-03-03,6,3,3,0,0,2
"631",2017-03-04,0,0,0,0,0,1
"632",2017-03-05,47,17,26,75,124,10
"633",2017-03-06,10,2,6,12,26,1
"634",2017-03-07,11,9,9,26,47,3
"635",2017-03-08,15,6,9,26,56,1
"636",2017-03-09,20,3,0,341,886,21
"637",2017-03-10,24,15,6,202,755,10
"638",2017-03-11,42,0,0,92,213,9
"639",2017-03-12,53,105,139,725,1697,77
"640",2017-03-13,19,74,58,0,6,9
"641",2017-03-14,62,96,105,356,879,44
"642",2017-03-15,60,69,87,18,56,3
"643",2017-03-16,65,64,75,280,530,31
"644",2017-03-17,53,30,57,204,449,19
"645",2017-03-18,37,17,25,13,48,3
"646",2017-03-19,69,63,63,102,184,11
"647",2017-03-20,9,9,8,3,7,12
"648",2017-03-21,15,6,4,337,827,35
"649",2017-03-22,32,75,102,45,77,16
"650",2017-03-23,10,17,20,102,199,17
"651",2017-03-24,23,18,17,351,893,31
"652",2017-03-25,12,9,0,173,479,44
"653",2017-03-26,38,25,44,228,430,28
"654",2017-03-27,17,37,62,4,6,5
"655",2017-03-28,16,14,12,143,357,12
"656",2017-03-29,15,14,22,40,98,8
"657",2017-03-30,25,16,22,143,408,8
"658",2017-03-31,29,23,25,21,52,10
"659",2017-04-01,14,10,11,94,248,14
"660",2017-04-02,17,7,6,224,461,14
"661",2017-04-03,7,3,0,46,113,6
"662",2017-04-04,53,63,74,128,268,15
"663",2017-04-05,27,18,23,54,125,8
"664",2017-04-06,29,26,26,10,29,3
"665",2017-04-07,1,0,0,19,31,2
"666",2017-04-08,13,10,5,576,1136,10
"667",2017-04-09,7,2,0,216,844,8
"668",2017-04-10,23,7,19,74,158,15
"669",2017-04-11,17,7,6,120,308,8
"670",2017-04-12,9,0,0,9,22,0
"671",2017-04-13,23,15,18,148,497,9
"672",2017-04-14,12,8,7,71,205,9
"673",2017-04-15,8,2,4,124,321,6
"674",2017-04-16,28,11,9,102,199,18
"675",2017-04-17,38,24,39,146,430,23
"676",2017-04-18,25,16,18,68,171,7
"677",2017-04-19,0,4,0,0,0,1
"678",2017-04-20,18,4,5,96,275,11
"679",2017-04-21,1,1,0,11,28,4
"680",2017-04-22,70,16,34,227,690,16
"681",2017-04-23,39,17,34,15,29,2
"682",2017-04-24,14,11,10,105,188,5
"683",2017-04-25,19,8,11,54,152,6
"684",2017-04-26,13,0,0,86,170,3
"685",2017-04-27,1,2,0,6,30,4
"686",2017-04-28,0,0,0,0,0,2
"687",2017-04-29,0,0,0,0,0,1
"688",2017-04-30,132,31,55,317,748,25
"689",2017-05-01,0,2,0,0,0,4
"690",2017-05-02,22,7,13,113,333,7
"691",2017-05-03,46,22,32,115,262,9
"692",2017-05-04,70,16,20,483,1529,21
"693",2017-05-05,1,7,1,0,1,19
"694",2017-05-06,0,1,0,0,0,4
"695",2017-05-07,30,4,1,190,392,9
"696",2017-05-08,8,2,0,91,200,17
"697",2017-05-09,29,10,30,73,167,9
"698",2017-05-10,60,26,39,98,346,12
"699",2017-05-11,28,15,13,148,632,10
"700",2017-05-12,50,12,21,130,733,8
"701",2017-05-13,28,13,7,49,162,8
"702",2017-05-14,54,30,48,165,372,15
"703",2017-05-15,74,50,70,82,228,5
"704",2017-05-16,50,22,29,3,7,8
"705",2017-05-17,15,5,6,5,14,2
"706",2017-05-18,49,12,28,212,639,8
"707",2017-05-19,40,14,20,66,257,8
"708",2017-05-20,44,4,4,126,378,15
"709",2017-05-21,22,0,1,74,258,8
"710",2017-05-22,67,35,60,129,333,23
"711",2017-05-23,33,37,29,74,191,5
"712",2017-05-24,21,4,6,57,182,8
"713",2017-05-25,15,9,10,41,151,6
"714",2017-05-26,8,6,4,50,192,7
"715",2017-05-27,22,3,0,60,266,17
"716",2017-05-28,31,9,17,175,862,10
"717",2017-05-29,10,6,0,39,193,18
"718",2017-05-30,27,33,46,86,283,8
"719",2017-05-31,75,31,36,59,242,6
"720",2017-06-01,106,43,78,166,535,5
"721",2017-06-02,79,28,34,49,293,3
"722",2017-06-03,41,5,7,114,380,6
"723",2017-06-04,69,33,31,72,237,10
"724",2017-06-05,31,9,14,90,249,4
"725",2017-06-06,44,26,23,61,167,6
"726",2017-06-07,108,70,95,116,333,18
"727",2017-06-08,56,37,28,123,569,21
"728",2017-06-09,48,3,4,282,986,13
"729",2017-06-10,28,10,10,90,301,12
"730",2017-06-11,51,22,47,141,417,14
"731",2017-06-12,20,10,6,80,298,9
"732",2017-06-13,23,3,0,84,271,9
"733",2017-06-14,44,29,35,55,210,5
"734",2017-06-15,61,41,46,66,265,12
"735",2017-06-16,12,5,6,13,49,1
"736",2017-06-17,31,7,10,121,368,7
"737",2017-06-18,66,16,25,107,426,16
"738",2017-06-19,46,13,23,68,212,14
"739",2017-06-20,26,16,2,74,234,10
"740",2017-06-21,5,2,0,64,199,5
"741",2017-06-22,22,18,31,11,36,6
"742",2017-06-23,2,0,0,23,94,4
"743",2017-06-24,5,3,0,56,129,5
"744",2017-06-25,35,38,56,274,739,27
"745",2017-06-26,69,66,107,145,277,14
"746",2017-06-27,43,31,25,41,73,8
"747",2017-06-28,35,45,40,124,329,11
"748",2017-06-29,8,4,2,10,57,6
"749",2017-06-30,17,7,9,131,410,15
"750",2017-07-01,40,43,61,58,152,18
"751",2017-07-02,20,9,11,11,19,4
"752",2017-07-03,21,7,8,183,552,13
"753",2017-07-04,46,20,22,135,441,22
"754",2017-07-05,9,1,1,27,113,12
"755",2017-07-06,11,3,0,103,305,6
"756",2017-07-07,1,2,0,5,4,5
"757",2017-07-08,0,0,0,0,0,1
"758",2017-07-09,0,0,0,0,0,4
"759",2017-07-10,2,2,2,24,84,9
"760",2017-07-11,16,0,1,177,707,4
"761",2017-07-12,17,4,9,83,274,15
"762",2017-07-13,42,53,57,56,134,5
"763",2017-07-14,5,3,1,40,103,4
"764",2017-07-15,71,37,43,158,389,5
"765",2017-07-16,54,50,54,173,431,19
"766",2017-07-17,24,15,8,52,104,9
"767",2017-07-18,32,36,72,86,297,8
"768",2017-07-19,18,21,23,40,107,5
"769",2017-07-20,3,11,12,70,188,11
"770",2017-07-21,5,3,4,76,211,5
"771",2017-07-22,4,1,0,5,11,7
"772",2017-07-23,18,5,10,172,561,8
"773",2017-07-24,21,12,15,95,256,24
"774",2017-07-25,40,48,50,44,127,13
"775",2017-07-26,24,12,24,78,243,3
"776",2017-07-27,0,1,0,0,0,3
"777",2017-07-28,0,7,0,0,0,1
"778",2017-07-29,3,1,3,1,7,0
"779",2017-07-30,0,2,0,0,0,0
"780",2017-07-31,0,6,0,0,0,1
"781",2017-08-01,0,1,0,0,0,0
"782",2017-08-04,0,1,0,0,0,1
"783",2017-08-05,0,1,0,0,0,1
"784",2017-08-10,7,0,0,3,15,1
"785",2017-08-11,26,4,4,357,1911,3
"786",2017-08-12,51,65,95,110,382,33
"787",2017-08-13,89,76,100,217,643,20
"788",2017-08-14,56,22,26,110,287,10
"789",2017-08-15,64,20,35,96,268,10
"790",2017-08-16,9,4,0,12,36,2
"791",2017-08-17,0,3,0,0,0,0
"792",2017-08-18,21,5,1,22,55,3
"793",2017-08-19,16,0,11,270,806,9
"794",2017-08-20,10,7,5,81,245,3
"795",2017-08-21,5,8,3,10,36,3
"796",2017-08-22,3,1,1,39,83,3
"797",2017-08-23,2,0,0,0,0,4
"798",2017-08-24,8,4,7,48,128,8
"799",2017-08-25,0,4,0,0,0,6
"800",2017-08-26,68,17,18,394,1266,29
"801",2017-08-27,35,25,56,74,249,12
"802",2017-08-28,23,10,20,22,34,17
"803",2017-08-29,7,6,3,2,1,5
"804",2017-08-30,38,14,20,215,570,13
"805",2017-08-31,28,29,30,12,48,10
"806",2017-09-01,61,52,58,202,484,12
"807",2017-09-02,46,33,44,102,211,17
"808",2017-09-03,0,8,0,0,0,6
"809",2017-09-04,23,16,38,141,493,12
"810",2017-09-05,31,20,15,40,128,10
"811",2017-09-06,18,17,24,41,150,5
"812",2017-09-07,34,11,17,77,263,10
"813",2017-09-08,19,3,1,40,159,5
"814",2017-09-09,44,20,34,169,459,17
"815",2017-09-10,42,17,19,133,342,26
"816",2017-09-11,13,9,22,3,6,8
"817",2017-09-12,16,22,19,76,265,6
"818",2017-09-13,18,18,14,56,198,5
"819",2017-09-14,2,2,1,0,0,2
"820",2017-09-15,36,8,16,122,355,13
"821",2017-09-16,61,25,46,95,224,17
"822",2017-09-17,19,26,21,110,300,7
"823",2017-09-18,59,22,37,128,296,9
"824",2017-09-19,41,55,57,62,133,17
"825",2017-09-20,17,7,14,3,5,4
"826",2017-09-21,88,79,100,129,410,12
"827",2017-09-22,15,12,10,6,9,11
"828",2017-09-23,23,1,1,180,402,10
"829",2017-09-24,13,3,0,48,103,20
"830",2017-09-25,0,2,0,0,0,8
"831",2017-09-26,13,23,39,114,463,4
"832",2017-09-27,165,142,212,80,176,12
"833",2017-09-28,69,79,66,61,189,12
"834",2017-09-29,56,38,38,81,238,15
"835",2017-09-30,91,94,101,89,194,14
"836",2017-10-01,8,6,0,10,16,10
"837",2017-10-02,25,8,4,135,387,12
"838",2017-10-03,9,2,0,52,127,13
"839",2017-10-04,9,1,1,7,16,3
"840",2017-10-05,21,0,0,98,234,9
"841",2017-10-06,10,1,0,103,323,7
"842",2017-10-07,39,2,1,113,335,14
"843",2017-10-08,12,4,11,30,117,13
"844",2017-10-09,27,3,12,126,244,16
"845",2017-10-10,0,0,0,0,0,3
"846",2017-10-11,4,1,0,77,247,4
"847",2017-10-12,0,0,0,0,0,5
"848",2017-10-13,40,49,74,156,409,6
"849",2017-10-14,25,33,30,3,7,12
"850",2017-10-15,0,6,0,0,0,5
"851",2017-10-16,10,2,1,28,59,8
"852",2017-10-17,19,28,40,12,36,3
"853",2017-10-18,4,6,5,10,19,2
"854",2017-10-19,8,2,5,85,233,4
"855",2017-10-20,60,41,59,175,477,17
"856",2017-10-21,0,2,0,0,0,2
"857",2017-10-22,8,3,3,68,121,7
"858",2017-10-23,13,10,10,27,64,9
"859",2017-10-24,4,2,2,26,81,5
"860",2017-10-25,25,13,26,78,207,5
"861",2017-10-26,9,9,6,133,431,14
"862",2017-10-27,31,3,5,115,327,9
"863",2017-10-28,94,46,55,72,170,18
"864",2017-10-29,28,16,21,8,18,7
"865",2017-10-30,11,4,8,9,35,1
"866",2017-10-31,2,6,0,0,1,4
"867",2017-11-01,23,7,14,3,23,1
"868",2017-11-02,4,1,1,7,18,3
"869",2017-11-03,12,3,1,171,481,9
"870",2017-11-04,5,3,0,158,390,10
"871",2017-11-05,53,43,37,43,118,13
"872",2017-11-06,18,12,18,74,237,8
"873",2017-11-07,22,16,18,76,209,4
"874",2017-11-08,5,6,6,6,11,6
"875",2017-11-09,0,1,0,0,0,4
"876",2017-11-10,23,1,6,52,166,5
"877",2017-11-11,78,76,100,448,1209,46
"878",2017-11-12,11,3,7,1,6,10
"879",2017-11-13,128,79,119,27,74,13
"880",2017-11-14,24,17,4,38,98,11
"881",2017-11-15,22,1,6,104,403,14
"882",2017-11-16,97,53,75,258,1002,26
"883",2017-11-17,10,2,3,4,14,10
"884",2017-11-18,84,17,29,142,963,20
"885",2017-11-19,64,38,45,202,891,23
"886",2017-11-20,0,2,0,0,0,11
"887",2017-11-21,0,2,0,0,0,6
"888",2017-11-22,2,1,0,0,0,1
"889",2017-11-23,5,1,0,14,100,6
"890",2017-11-24,0,1,0,0,0,3
"891",2017-11-25,99,40,79,275,1410,20
"892",2017-11-26,24,14,10,15,27,5
"893",2017-11-27,8,1,1,0,0,6
"894",2017-11-28,48,24,24,114,392,13
"895",2017-11-29,21,9,13,24,114,5
"896",2017-11-30,114,57,66,216,900,28
"897",2017-12-01,109,35,57,83,383,19
"898",2017-12-02,80,25,33,459,3079,47
"899",2017-12-03,18,11,11,13,32,16
"900",2017-12-04,147,66,102,78,415,9
"901",2017-12-05,61,32,32,78,388,12
"902",2017-12-06,11,10,7,29,114,7
"903",2017-12-07,10,1,1,18,96,5
"904",2017-12-08,38,25,36,69,480,9
"905",2017-12-09,19,4,6,13,60,5
"906",2017-12-10,20,17,20,12,37,6
"907",2017-12-11,12,3,0,60,290,3
"908",2017-12-12,31,20,39,28,96,10
"909",2017-12-13,23,12,15,66,240,8
"910",2017-12-14,25,16,24,17,78,6
"911",2017-12-15,0,2,0,0,0,2
"912",2017-12-16,32,10,17,109,350,8
"913",2017-12-17,30,10,10,70,201,7
"914",2017-12-18,33,12,17,53,179,5
"915",2017-12-19,19,11,12,25,83,4
"916",2017-12-20,25,2,8,55,203,1
"917",2017-12-21,21,11,9,69,251,5
"918",2017-12-22,29,6,2,107,331,4
"919",2017-12-23,8,10,4,32,58,9
"920",2017-12-24,0,2,0,0,0,7
"921",2017-12-25,4,1,0,34,148,4
"922",2017-12-26,0,1,0,0,0,2
"923",2017-12-27,23,15,15,128,645,10
"924",2017-12-28,14,4,6,3,7,7
"925",2017-12-29,18,28,42,83,275,5
"926",2017-12-30,19,19,32,78,282,4
"927",2017-12-31,20,15,12,69,259,6
"928",2018-01-01,65,17,38,104,315,8
"929",2018-01-02,41,26,36,15,40,3
"930",2018-01-03,17,4,3,53,222,6
"931",2018-01-04,13,8,11,69,292,3
"932",2018-01-05,96,53,89,57,190,9
"933",2018-01-06,103,96,162,49,129,5
"934",2018-01-07,106,119,177,104,400,16
"935",2018-01-08,113,86,128,44,143,7
"936",2018-01-09,34,19,25,57,198,2
"937",2018-01-10,32,21,28,33,107,3
"938",2018-01-11,15,4,14,358,865,5
"939",2018-01-12,4,0,1,0,2,1
"940",2018-01-13,12,5,3,14,76,2
"941",2018-01-14,26,8,17,237,638,6
"942",2018-01-15,3,4,2,4,17,4
"943",2018-01-16,19,2,10,2,1,1
"944",2018-01-17,15,3,1,2,1,1
"945",2018-01-18,6,2,1,12,18,7
"946",2018-01-21,2,0,1,0,0,0
"947",2018-01-23,6,3,4,6,12,1
"948",2018-01-24,12,6,9,81,198,16
"949",2018-01-25,0,1,0,0,0,0
"950",2018-01-26,4,1,0,16,69,0
"951",2018-01-27,57,7,17,636,1816,10
"952",2018-01-28,29,17,13,35,123,7
"953",2018-01-29,5,1,0,0,0,0
"954",2018-01-30,0,0,0,0,0,2
"955",2018-02-01,0,0,0,0,0,1
"956",2018-02-02,0,1,0,0,0,1
"957",2018-02-03,0,1,0,0,0,1
"958",2018-02-04,8,0,0,2,45,0
"959",2018-02-06,7,1,11,1,12,0
"960",2018-02-07,6,5,6,0,0,0
"961",2018-02-08,0,1,0,0,0,1
"962",2018-02-10,117,205,247,581,1950,19
"963",2018-02-11,88,89,101,119,433,13
"964",2018-02-12,14,9,9,79,287,7
"965",2018-02-13,0,2,0,0,0,4
"966",2018-02-14,25,29,25,48,122,12
"967",2018-02-15,21,19,17,69,167,5
"968",2018-02-16,14,3,2,44,116,9
"969",2018-02-17,35,25,36,470,1575,11
"970",2018-02-18,17,23,35,107,264,15
"971",2018-02-19,59,69,64,30,66,11
"972",2018-02-20,0,3,0,0,0,3
"973",2018-02-21,2,4,3,2,2,5
"974",2018-02-22,5,11,15,6,15,6
"975",2018-02-23,44,36,40,301,827,17
"976",2018-02-24,50,13,15,166,331,14
"977",2018-02-25,33,18,22,8,22,10
"978",2018-02-26,24,16,14,16,29,5
